Invoice_No,Invoice_Date,Supplier_GSTIN,Supplier_Name,Supplier_State,Invoice_Type,PO_Number,Item_Name,HSN_SAC,UOM,Quantity,Unit_Price,Taxable_Value,GST_Rate_%,CGST,SGST,IGST,Total_Amount,Payment_Mode,Branch_City,Match_Status,Reason,ITC_Eligible
MS/2501/02667,2025-01-08,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2501/8058,Hand Sanitizer 500ml,3808,bottle,6,316,1896.0,18,0.0,0.0,341.28,2237.28,NEFT,Bangalore,Matched,,Yes
MS/2504/02668,2025-04-20,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2504/9856,Ibuprofen 400mg,3004,box,33,207,6831.0,12,409.86,409.86,0.0,7650.72,NEFT,Bangalore,Matched,,Yes
MS/2502/02669,2025-02-15,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2502/1449,Ibuprofen 400mg,3004,box,11,259,2849.0,12,0.0,0.0,341.88,3190.88,Cash,Bangalore,Matched,,Yes
MS/2510/02670,2025-10-07,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2510/9265,Surgical Mask Pack,6307,pack,24,171,4104.0,5,0.0,0.0,205.2,4309.2,Credit,Mangaluru,Matched,,Yes
MS/2503/02671,2025-03-17,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2503/9806,Amoxicillin 500mg,3004,box,29,131,3799.0,12,0.0,0.0,455.88,4254.88,Credit,Tumakuru,Matched,,Yes
MS/2510/02672,2025-10-28,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2510/9955,Pulse Oximeter,9018,piece,2,1044,2088.0,12,0.0,0.0,250.56,2338.56,Card,Hubli,Matched,,Yes
MS/2506/02673,2025-06-05,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2506/2970,ORS Sachet,3004,pack,11,117,1287.0,5,0.0,0.0,64.35,1351.35,Card,Hubli,Matched,,Yes
MS/2509/02674,2025-09-25,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2509/9304,Surgical Mask Pack,6307,pack,37,152,5624.0,5,0.0,0.0,281.2,5905.2,Cash,Mangaluru,Matched,,Yes
MS/2501/02675,2025-01-06,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2501/5251,Blood Pressure Monitor,9018,piece,4,1252,5008.0,12,0.0,0.0,600.96,5608.96,Credit,Bangalore,Matched,,Yes
MS/2508/02676,2025-08-03,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2508/2535,Insulin Pen Needle,9018,box,31,541,16771.0,12,1006.26,1006.26,0.0,18783.52,NEFT,Mysuru,Matched,,Yes
MS/2507/02677,2025-07-14,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2507/2499,Amoxicillin 500mg,3004,box,20,326,6520.0,12,391.2,391.2,0.0,7302.4,UPI,Mysuru,Matched,,Yes
MS/2509/02678,2025-09-19,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2509/7938,Multivitamin Capsules,2106,bottle,9,194,1746.0,18,157.14,157.14,0.0,2060.28,Credit,Belagavi,Matched,,Yes
MS/2503/02679,2025-03-20,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2503/8817,Cough Syrup,3004,bottle,38,256,9728.0,12,583.68,583.68,0.0,10895.36,UPI,Hubli,Mismatch,Invoice date mismatch,Yes
MS/2501/02680,2025-01-23,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2501/5237,Antacid Suspension,3004,bottle,15,100,1500.0,12,90.0,90.0,0.0,1680.0,UPI,Belagavi,Matched,,Yes
MS/2508/02681,2025-08-05,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2508/9099,Antacid Suspension,3004,bottle,28,81,2268.0,12,0.0,0.0,272.16,2540.16,Credit,Tumakuru,Matched,,Yes
MS/2505/02682,2025-05-08,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2505/4672,Face Shield,3926,piece,10,262,2620.0,18,0.0,0.0,471.6,3091.6,Cash,Tumakuru,Matched,,Yes
MS/2507/02683,2025-07-13,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2507/7523,Vitamin C Tablets,2106,bottle,15,208,3120.0,18,0.0,0.0,561.6,3681.6,NEFT,Hubli,Matched,,Yes
MS/2511/02684,2025-11-24,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2511/5637,Disposable Gloves,4015,box,27,479,12933.0,12,775.98,775.98,0.0,14484.96,Credit,Mangaluru,Matched,,Yes
MS/2507/02685,2025-07-16,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2507/8033,Surgical Mask Pack,6307,pack,47,107,5029.0,5,0.0,0.0,251.45,5280.45,UPI,Hubli,Matched,,Yes
MS/2508/02686,2025-08-20,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2508/8273,Glucose Strips,3822,box,10,316,3160.0,12,0.0,0.0,379.2,3539.2,UPI,Mysuru,Matched,,Yes
MS/2510/02687,2025-10-15,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2510/3618,Vitamin C Tablets,2106,bottle,13,96,1248.0,18,0.0,0.0,224.64,1472.64,Cash,Belagavi,Matched,,Yes
MS/2505/02688,2025-05-05,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2505/3048,Hand Sanitizer 500ml,3808,bottle,18,229,4122.0,18,0.0,0.0,741.96,4863.96,UPI,Belagavi,Matched,,Yes
MS/2510/02689,2025-10-21,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2510/9727,Hand Sanitizer 500ml,3808,bottle,18,192,3456.0,18,311.04,311.04,0.0,4078.08,Credit,Mysuru,Matched,,Yes
MS/2511/02690,2025-11-11,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2511/7474,Cotton Roll,3005,pack,9,63,567.0,5,14.18,14.18,0.0,595.35,Card,Mysuru,Matched,,Yes
MS/2509/02691,2025-09-27,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2509/7961,Disposable Gloves,4015,box,37,154,5698.0,12,341.88,341.88,0.0,6381.76,UPI,Belagavi,Matched,,Yes
MS/2502/02692,2025-02-02,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2502/2850,Glucose Strips,3822,box,5,469,2345.0,12,0.0,0.0,281.4,2626.4,Credit,Tumakuru,Matched,,Yes
MS/2505/02693,2025-05-08,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2505/4351,Disposable Gloves,4015,box,41,203,8323.0,12,0.0,0.0,998.76,9321.76,Card,Bangalore,Matched,,Yes
MS/2504/02694,2025-04-30,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2504/6598,Face Shield,3926,piece,14,90,1260.0,18,113.4,113.4,0.0,1486.8,NEFT,Mysuru,Matched,,Yes
MS/2501/02695,2025-01-23,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2501/2546,Insulin Pen Needle,9018,box,36,461,16596.0,12,0.0,0.0,1991.52,18587.52,Card,Hubli,Matched,,Yes
MS/2512/02696,2025-12-25,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2512/5949,Blood Pressure Monitor,9018,piece,24,1770,42480.0,12,2548.8,2548.8,0.0,47577.6,Card,Mysuru,Matched,,Yes
MS/2505/02697,2025-05-15,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2505/6208,Disposable Gloves,4015,box,7,339,2373.0,12,0.0,0.0,284.76,2657.76,UPI,Mysuru,Matched,,Yes
MS/2512/02698,2025-12-23,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2512/7822,Hand Sanitizer 500ml,3808,bottle,1,291,291.0,18,0.0,0.0,52.38,343.38,Card,Bangalore,Matched,,Yes
MS/2508/02699,2025-08-29,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2508/3077,Amoxicillin 500mg,3004,box,50,384,19200.0,12,1152.0,1152.0,0.0,21504.0,Cash,Belagavi,Matched,,Yes
MS/2510/02700,2025-10-03,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2510/9957,Calcium Tablets,3004,box,41,85,3485.0,12,209.1,209.1,0.0,3903.2,Credit,Tumakuru,Matched,,Yes
MS/2501/02701,2025-01-02,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2501/2587,Gauze Bandage,3005,pack,36,53,1908.0,5,0.0,0.0,95.4,2003.4,Cash,Bangalore,Matched,,Yes
MS/2508/02702,2025-08-15,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2508/2713,Cotton Roll,3005,pack,34,138,4692.0,5,0.0,0.0,234.6,4926.6,NEFT,Hubli,Matched,,Yes
MS/2511/02703,2025-11-15,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2511/5342,Cough Syrup,3004,bottle,41,181,7421.0,12,0.0,0.0,890.52,8311.52,Credit,Mangaluru,Matched,,Yes
MS/2511/02704,2025-11-12,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2511/7485,Disposable Gloves,4015,box,16,477,7632.0,12,0.0,0.0,915.84,8547.84,Credit,Belagavi,Matched,,Yes
MS/2508/02705,2025-08-14,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2508/6117,Pulse Oximeter,9018,piece,25,2061,51525.0,12,0.0,0.0,6183.0,57708.0,UPI,Hubli,Matched,,Yes
MS/2506/02706,2025-06-24,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2506/1807,Hand Sanitizer 500ml,3808,bottle,11,295,3245.0,18,292.05,292.05,0.0,3829.1,UPI,Bangalore,Matched,,Yes
MS/2511/02707,2025-11-11,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2511/1959,Disposable Gloves,4015,box,44,212,9328.0,12,0.0,0.0,1119.36,10447.36,Card,Hubli,Matched,,Yes
MS/2505/02708,2025-05-07,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2505/2153,Ibuprofen 400mg,3004,box,23,119,2737.0,12,0.0,0.0,328.44,3065.44,Card,Bangalore,Matched,,Yes
MS/2508/02709,2025-08-05,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2508/7469,Surgical Mask Pack,6307,pack,39,177,6903.0,5,172.58,172.58,0.0,7248.15,NEFT,Mangaluru,Matched,,Yes
MS/2506/02710,2025-06-10,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2506/3060,Cotton Roll,3005,pack,46,112,5152.0,5,128.8,128.8,0.0,5409.6,UPI,Belagavi,Matched,,Yes
MS/2510/02711,2025-10-24,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2510/1914,Insulin Pen Needle,9018,box,24,506,12144.0,12,0.0,0.0,1457.28,13601.28,Card,Mangaluru,Matched,,Yes
MS/2501/02712,2025-01-04,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2501/5933,Paracetamol 500mg,3004,box,39,247,9633.0,12,577.98,577.98,0.0,10788.96,NEFT,Hubli,Matched,,Yes
MS/2509/02713,2025-09-29,07EEEFF5555E1Z8,LifeAid Traders,29,B2B,PO/2509/5805,Hand Sanitizer 500ml,3808,bottle,6,102,612.0,18,55.08,55.08,0.0,722.16,Card,Mangaluru,Mismatch,Supplier GSTIN mismatch,Yes
MS/2512/02714,2025-12-16,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2512/8067,Calcium Tablets,3004,box,40,186,7440.0,12,0.0,0.0,892.8,8332.8,Card,Mangaluru,Matched,,Yes
MS/2501/02715,2025-01-26,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2501/1235,Cotton Roll,3005,pack,17,50,850.0,5,0.0,0.0,42.5,892.5,Cash,Hubli,Matched,,Yes
MS/2508/02716,2025-08-05,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2508/9806,Face Shield,3926,piece,15,177,2655.0,18,0.0,0.0,477.9,3132.9,UPI,Belagavi,Matched,,Yes
MS/2508/02717,2025-08-19,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2508/9297,Insulin Pen Needle,9018,box,15,298,4470.0,12,0.0,0.0,536.4,5006.4,Credit,Bangalore,Matched,,Yes
MS/2508/02718,2025-08-06,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2508/7626,Surgical Mask Pack,6307,pack,24,106,2544.0,5,0.0,0.0,127.2,2671.2,Card,Mysuru,Matched,,Yes
MS/2511/02719,2025-11-21,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2511/5738,Cotton Roll,3005,pack,22,119,2618.0,5,0.0,0.0,130.9,2748.9,UPI,Bangalore,Matched,,Yes
MS/2507/02720,2025-07-23,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2507/4750,Disposable Gloves,4015,box,39,297,11583.0,12,0.0,0.0,1389.96,12972.96,UPI,Bangalore,Matched,,Yes
MS/2512/02721,2025-12-22,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2512/3865,Blood Pressure Monitor,9018,piece,12,1442,17304.0,12,0.0,0.0,2076.48,19380.48,NEFT,Hubli,Matched,,Yes
MS/2504/02722,2025-04-03,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2504/8765,Cotton Roll,3005,pack,31,118,3658.0,5,91.45,91.45,0.0,3840.9,Cash,Mangaluru,Matched,,Yes
MS/2503/02723,2025-03-10,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2503/1454,Disposable Gloves,4015,box,5,319,1595.0,12,0.0,0.0,191.4,1786.4,UPI,Bangalore,Matched,,Yes
MS/2504/02724,2025-04-01,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2504/9247,Vitamin C Tablets,2106,bottle,3,155,465.0,18,0.0,0.0,83.7,548.7,Cash,Belagavi,Matched,,Yes
MS/2509/02725,2025-09-22,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2509/9795,Ibuprofen 400mg,3004,box,1,284,284.0,12,0.0,0.0,34.08,318.08,UPI,Bangalore,Matched,,Yes
MS/2508/02726,2025-08-31,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2508/9102,Pulse Oximeter,9018,piece,26,1885,49010.0,12,2940.6,2940.6,0.0,54891.2,Credit,Mysuru,Matched,,Yes
MS/2504/02727,2025-04-11,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2504/6871,Blood Pressure Monitor,9018,piece,37,2419,89503.0,12,0.0,0.0,10740.36,100243.36,Card,Bangalore,Matched,,Yes
MS/2505/02728,2025-05-20,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2505/5310,ORS Sachet,3004,pack,46,72,3312.0,5,82.8,82.8,0.0,3477.6,NEFT,Tumakuru,Matched,,Yes
MS/2508/02729,2025-08-06,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2508/3697,ORS Sachet,3004,pack,47,34,1598.0,5,0.0,0.0,79.9,1677.9,UPI,Mysuru,Matched,,Yes
MS/2509/02730,2025-09-28,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2509/6605,Surgical Mask Pack,6307,pack,48,162,7776.0,5,0.0,0.0,388.8,8164.8,NEFT,Mangaluru,Matched,,Yes
MS/2506/02731,2025-06-27,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2506/1787,Cough Syrup,3004,bottle,49,221,10829.0,12,649.74,649.74,0.0,12128.48,Card,Belagavi,Matched,,Yes
MS/2506/02732,2025-06-29,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2506/3864,Antacid Suspension,3004,bottle,17,201,3417.0,12,0.0,0.0,410.04,3827.04,Cash,Mysuru,Matched,,Yes
MS/2503/02733,2025-03-05,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2503/5148,Surgical Mask Pack,6307,pack,33,123,4059.0,5,0.0,0.0,202.95,4261.95,Cash,Hubli,Matched,,Yes
MS/2501/02734,2025-01-25,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2501/7019,Cotton Roll,3005,pack,17,69,1173.0,5,29.33,29.33,0.0,1231.65,Cash,Tumakuru,Matched,,Yes
MS/2508/02735,2025-08-28,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2508/2825,ORS Sachet,3004,pack,13,29,377.0,5,0.0,0.0,18.85,395.85,NEFT,Mysuru,Matched,,Yes
MS/2503/02736,2025-03-20,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2503/9048,Glucose Strips,3822,box,50,800,40000.0,12,2400.0,2400.0,0.0,44800.0,Credit,Tumakuru,Matched,,Yes
MS/2502/02737,2025-02-13,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2502/4379,Gauze Bandage,3005,pack,50,85,4250.0,5,106.25,106.25,0.0,4462.5,NEFT,Tumakuru,Matched,,Yes
MS/2505/02738,2025-05-31,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2505/4139,Face Shield,3926,piece,6,97,582.0,18,0.0,0.0,104.76,686.76,Credit,Belagavi,Matched,,Yes
MS/2507/02739,2025-07-14,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2507/1206,Amoxicillin 500mg,3004,box,31,301,9331.0,12,0.0,0.0,1119.72,10450.72,Credit,Bangalore,Matched,,Yes
MS/2502/02740,2025-02-04,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2502/5176,Cough Syrup,3004,bottle,16,95,1520.0,12,91.2,91.2,0.0,1702.4,Cash,Tumakuru,Matched,,Yes
MS/2511/02741,2025-11-22,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2511/4760,Ibuprofen 400mg,3004,box,25,245,6125.0,12,367.5,367.5,0.0,6860.0,Cash,Tumakuru,Matched,,Yes
MS/2510/02742,2025-10-07,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2510/4759,ORS Sachet,3004,pack,18,99,1782.0,5,0.0,0.0,89.1,1871.1,Cash,Mysuru,Matched,,Yes
MS/2506/02743,2025-06-06,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2506/2701,Ibuprofen 400mg,3004,box,45,291,13095.0,12,785.7,785.7,0.0,14666.4,Credit,Bangalore,Matched,,Yes
MS/2507/02744,2025-07-22,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2507/9424,Face Shield,3926,piece,17,163,2771.0,18,249.39,249.39,0.0,3269.78,UPI,Mangaluru,Matched,,Yes
MS/2506/02745,2025-06-26,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2506/6889,Hand Sanitizer 500ml,3808,bottle,9,155,1395.0,18,0.0,0.0,251.1,1646.1,Cash,Hubli,Matched,,Yes
MS/2508/02746,2025-08-07,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2508/6924,Calcium Tablets,3004,box,14,211,2954.0,12,177.24,177.24,0.0,3308.48,UPI,Mangaluru,Matched,,Yes
MS/2511/02747,2025-11-05,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2511/2755,Thermometer,9025,piece,29,540,15660.0,12,939.6,939.6,0.0,17539.2,UPI,Tumakuru,Matched,,Yes
MS/2512/02748,2025-12-18,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2512/3409,Surgical Mask Pack,6307,pack,42,71,2982.0,5,0.0,0.0,149.1,3131.1,Credit,Mangaluru,Matched,,Yes
MS/2509/02749,2025-09-15,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2509/7324,Hand Sanitizer 500ml,3808,bottle,18,278,5004.0,18,0.0,0.0,900.72,5904.72,Credit,Belagavi,Matched,,Yes
MS/2510/02750,2025-10-24,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2510/3539,Multivitamin Capsules,2106,bottle,17,373,6341.0,18,0.0,0.0,1141.38,7482.38,Credit,Bangalore,Matched,,Yes
MS/2506/02751,2025-06-06,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2506/3176,Face Shield,3926,piece,19,269,5111.0,18,0.0,0.0,919.98,6030.98,Card,Bangalore,Matched,,Yes
MS/2505/02752,2025-05-21,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2505/4810,ORS Sachet,3004,pack,17,68,1156.0,5,28.9,28.9,0.0,1213.8,UPI,Bangalore,Matched,,Yes
MS/2511/02753,2025-11-03,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2511/3867,Cough Syrup,3004,bottle,46,149,6854.0,12,0.0,0.0,822.48,7676.48,Cash,Mysuru,Matched,,Yes
MS/2504/02754,2025-04-15,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2504/3666,Surgical Mask Pack,6307,pack,38,155,5890.0,5,0.0,0.0,294.5,6184.5,Credit,Mysuru,Matched,,Yes
MS/2505/02755,2025-05-02,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2505/9191,Vitamin C Tablets,2106,bottle,5,88,440.0,18,39.6,39.6,0.0,519.2,UPI,Mangaluru,Matched,,Yes
MS/2503/027569,2025-03-22,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2503/9432,Thermometer,9025,piece,12,444,5328.0,12,319.68,319.68,0.0,5967.36,UPI,Tumakuru,Mismatch,Invoice number mismatch,Yes
MS/2510/02757,2025-10-23,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2510/2984,Thermometer,9025,piece,11,254,2794.0,12,0.0,0.0,335.28,3129.28,UPI,Bangalore,Matched,,Yes
MS/2501/02758,2025-01-08,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2501/1266,Surgical Mask Pack,6307,pack,12,40,480.0,5,0.0,0.0,24.0,504.0,UPI,Tumakuru,Matched,,Yes
MS/2509/02759,2025-09-25,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2509/2877,Gauze Bandage,3005,pack,28,83,2324.0,5,0.0,0.0,116.2,2440.2,UPI,Bangalore,Matched,,Yes
MS/2509/02760,2025-09-18,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2509/7328,Calcium Tablets,3004,box,44,198,8712.0,12,522.72,522.72,0.0,9757.44,UPI,Bangalore,Matched,,Yes
MS/2510/02761,2025-10-08,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2510/7286,Glucose Strips,3822,box,13,631,8203.0,12,0.0,0.0,984.36,9187.36,UPI,Hubli,Matched,,Yes
MS/2502/02762,2025-02-01,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2502/4997,Calcium Tablets,3004,box,19,156,2964.0,12,177.84,177.84,0.0,3319.68,UPI,Belagavi,Matched,,Yes
MS/2509/02763,2025-09-19,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2509/3265,Face Shield,3926,piece,9,197,1773.0,18,159.57,159.57,0.0,2092.14,NEFT,Hubli,Matched,,Yes
MS/2506/02764,2025-06-08,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2506/1571,Multivitamin Capsules,2106,bottle,11,160,1760.0,18,0.0,0.0,316.8,2076.8,UPI,Mysuru,Matched,,Yes
MS/2501/02765,2025-01-09,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2501/7063,Cough Syrup,3004,bottle,12,85,1020.0,12,61.2,61.2,0.0,1142.4,Cash,Hubli,Matched,,Yes
MS/2510/02766,2025-10-29,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2510/1320,Gauze Bandage,3005,pack,5,77,385.0,5,0.0,0.0,19.25,404.25,UPI,Mangaluru,Matched,,Yes
MS/2508/02767,2025-08-10,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2508/2209,Cotton Roll,3005,pack,18,41,738.0,5,0.0,0.0,36.9,774.9,UPI,Tumakuru,Matched,,Yes
MS/2507/02768,2025-07-21,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2507/4683,Glucose Strips,3822,box,6,342,2052.0,12,0.0,0.0,246.24,2298.24,Cash,Bangalore,Matched,,Yes
MS/2508/02769,2025-08-17,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2508/5405,Insulin Pen Needle,9018,box,7,404,2828.0,12,0.0,0.0,339.36,3167.36,Credit,Mangaluru,Matched,,Yes
MS/2501/02770,2025-01-22,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2501/4189,Disposable Gloves,4015,box,1,308,308.0,12,0.0,0.0,36.96,344.96,Card,Mangaluru,Matched,,Yes
MS/2510/02771,2025-10-08,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2510/7191,Glucose Strips,3822,box,36,394,14184.0,12,851.04,851.04,0.0,15886.08,Credit,Tumakuru,Matched,,Yes
MS/2510/02772,2025-10-18,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2510/7363,Disposable Gloves,4015,box,26,201,5226.0,12,313.56,313.56,0.0,5853.12,Credit,Mangaluru,Matched,,Yes
MS/2501/02773,2025-01-08,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2501/9520,Surgical Mask Pack,6307,pack,35,150,5250.0,5,0.0,0.0,262.5,5512.5,Credit,Bangalore,Matched,,Yes
MS/2508/02774,2025-08-30,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2508/6965,Face Shield,3926,piece,20,108,2160.0,18,0.0,0.0,388.8,2548.8,UPI,Hubli,Matched,,Yes
MS/2510/02775,2025-10-30,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2510/2270,Blood Pressure Monitor,9018,piece,24,2128,51072.0,12,0.0,0.0,6128.64,57200.64,Credit,Mangaluru,Matched,,Yes
MS/2507/02776,2025-07-13,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2507/1364,Disposable Gloves,4015,box,16,184,2944.0,12,176.64,176.64,0.0,3297.28,UPI,Mysuru,Matched,,Yes
MS/2508/02777,2025-08-09,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2508/4060,Gauze Bandage,3005,pack,41,101,4141.0,5,0.0,0.0,207.05,4348.05,Card,Bangalore,Matched,,Yes
MS/2506/02778,2025-06-04,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2506/7038,Calcium Tablets,3004,box,1,221,221.0,12,0.0,0.0,26.52,247.52,NEFT,Bangalore,Matched,,Yes
MS/2508/02779,2025-08-25,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2508/2929,Insulin Pen Needle,9018,box,33,360,11880.0,12,0.0,0.0,1425.6,13305.6,Card,Mangaluru,Matched,,Yes
MS/2508/02780,2025-08-22,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2508/8999,Amoxicillin 500mg,3004,box,43,190,8170.0,12,0.0,0.0,980.4,9150.4,Cash,Mangaluru,Matched,,Yes
MS/2511/02781,2025-11-05,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2511/3370,Amoxicillin 500mg,3004,box,7,397,2779.0,12,0.0,0.0,333.48,3112.48,Cash,Bangalore,Matched,,Yes
MS/2511/02782,2025-11-08,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2511/5362,Cough Syrup,3004,bottle,9,196,1764.0,12,105.84,105.84,0.0,1975.68,NEFT,Mysuru,Matched,,Yes
